Año,Actividad_Economica,Seccional,Total_Ingresos,Total_Retencion,Numero_Declaraciones,Variacion_Anual,Retencion_Promedio,Ratio_Retencion,Riesgo_Tributario
2024,Manufactura,Bucaramanga,3465298704.0,87088543.48,806,0.0353,108050.3,0.0251,Medio
2023,Manufactura,Manizales,1127437785.0,3912595.96,136,-0.1974,28769.09,0.0035,Alto
2021,Financiero,Villavicencio,3039186440.0,127442187.5,660,-0.1374,193094.22,0.0419,Bajo
2023,Manufactura,Cucuta,1949888366.0,32200628.25,657,-0.189,49011.61,0.0165,Medio
2023,Manufactura,Medellin,2885526119.0,162188532.07,916,0.3707,177061.72,0.0562,Bajo
2020,Educacion,Pereira,2872271679.0,98095359.18,809,0.2245,121255.08,0.0342,Bajo
2023,Educacion,Cucuta,1113996491.0,38800674.03,454,0.2426,85464.04,0.0348,Bajo
2020,Construccion,Bogota,1518362012.0,13258660.73,88,-0.1888,150666.6,0.0087,Alto
2023,Salud,Medellin,2086561099.0,6249968.07,493,0.0696,12677.42,0.003,Alto
2021,Manufactura,Barranquilla,1537365731.0,18518659.38,753,0.1724,24593.17,0.012,Medio
2024,Transporte,Cali,4539546529.0,77770740.11,925,0.1568,84076.48,0.0171,Medio
2023,Servicios,Bucaramanga,2366608503.0,95147674.07,535,0.1503,177846.12,0.0402,Bajo
2023,Manufactura,Medellin,4458832496.0,233185962.55,179,0.3611,1302714.87,0.0523,Bajo
2023,Agropecuario,Medellin,4896872096.0,139946080.15,710,0.2834,197107.16,0.0286,Medio
2020,Agropecuario,Bogota,4178282016.0,166237616.18,62,-0.1227,2681251.87,0.0398,Bajo
2020,Manufactura,Cali,971653259.0,7622740.38,917,-0.2247,8312.69,0.0078,Alto
2023,Transporte,Cucuta,355752912.0,14241469.57,624,0.2992,22822.87,0.04,Bajo
2021,Educacion,Bogota,2180464646.0,19304874.58,520,-0.0236,37124.76,0.0089,Alto
2021,Educacion,Bogota,3818713628.0,16316626.12,748,0.2723,21813.67,0.0043,Alto
2023,Tecnologia,Cucuta,2403521315.0,29542866.71,476,0.1195,62064.85,0.0123,Medio
2022,Educacion,Manizales,4304187184.0,191259010.08,567,-0.0082,337317.48,0.0444,Bajo
2023,Servicios,Barranquilla,2543417567.0,55361566.38,209,0.1152,264887.88,0.0218,Medio
2022,Manufactura,Bogota,3274966668.0,147094171.95,886,-0.183,166020.51,0.0449,Bajo
2024,Agropecuario,Bogota,2344919024.0,73406840.25,899,0.0033,81653.88,0.0313,Bajo
2022,Comercio,Bogota,3896243002.0,30387280.18,631,-0.243,48157.34,0.0078,Alto
2024,Transporte,Manizales,3688452114.0,26905883.31,474,0.3719,56763.47,0.0073,Alto
2024,Servicios,Bogota,4132826623.0,123927828.0,525,0.1607,236053.01,0.03,Medio
2024,Construccion,Cali,443866308.0,8436222.81,44,0.1099,191732.34,0.019,Medio
2020,Financiero,Medellin,3281423971.0,186645044.29,163,0.2633,1145061.62,0.0569,Bajo
2021,Educacion,Medellin,4048310068.0,124187488.58,954,0.3974,130175.56,0.0307,Bajo
2024,Manufactura,Villavicencio,3862660438.0,130029181.25,862,-0.1739,150845.92,0.0337,Bajo
2024,Comercio,Villavicencio,3651247461.0,25113991.13,672,-0.1053,37372.01,0.0069,Alto
2020,Educacion,Villavicencio,3579862065.0,192346062.89,213,-0.1971,903033.16,0.0537,Bajo
2024,Agropecuario,Pereira,1051706917.0,62287442.65,515,0.311,120946.49,0.0592,Bajo
2022,Manufactura,Pereira,4118401662.0,225055144.92,320,0.2397,703297.33,0.0546,Bajo
2021,Tecnologia,Cartagena,2118743954.0,99738857.02,201,0.2083,496213.22,0.0471,Bajo
2021,Tecnologia,Cucuta,527589542.0,14349489.56,192,-0.2426,74736.92,0.0272,Medio
2022,Construccion,Bogota,3583857662.0,142114999.62,20,0.1927,7105749.98,0.0397,Bajo
2023,Financiero,Villavicencio,1660056894.0,49316079.87,428,0.3146,115224.49,0.0297,Medio
2020,Construccion,Manizales,1435927470.0,77089633.79,905,0.351,85181.92,0.0537,Bajo
2021,Agropecuario,Bucaramanga,4661921124.0,77730214.33,678,0.38,114646.33,0.0167,Medio
2021,Salud,Medellin,981188016.0,41556672.03,434,0.3973,95752.7,0.0424,Bajo
2021,Salud,Bucaramanga,3920444175.0,175447094.13,990,-0.0674,177219.29,0.0448,Bajo
2021,Transporte,Manizales,4593490831.0,246373256.31,991,-0.1806,248610.75,0.0536,Bajo
2022,Financiero,Manizales,1241343111.0,14699283.05,695,0.0514,21150.05,0.0118,Medio
2020,Agropecuario,Bucaramanga,1166476131.0,69055647.29,521,-0.229,132544.43,0.0592,Bajo
2020,Servicios,Bucaramanga,1379410976.0,35657759.67,480,0.1951,74287.0,0.0258,Medio
2020,Construccion,Manizales,622025740.0,34108020.53,272,0.3613,125397.13,0.0548,Bajo
2021,Tecnologia,Bucaramanga,3166941567.0,113083350.74,940,0.0219,120301.44,0.0357,Bajo
2024,Manufactura,Pereira,757957764.0,2675048.6,820,0.2554,3262.25,0.0035,Alto
2021,Tecnologia,Manizales,696035632.0,16601048.59,301,-0.0024,55152.99,0.0239,Medio
2023,Tecnologia,Bogota,2494186288.0,126263354.26,629,-0.2261,200736.65,0.0506,Bajo
2020,Educacion,Bucaramanga,1224274432.0,3419366.61,842,0.3121,4061.01,0.0028,Alto
2020,Comercio,Pereira,2344999748.0,140661585.63,889,0.3436,158224.51,0.06,Bajo
2021,Tecnologia,Cali,3352775780.0,147907733.56,733,0.3023,201784.08,0.0441,Bajo
2023,Agropecuario,Cartagena,1085451476.0,30535443.16,897,-0.0866,34041.74,0.0281,Medio
2024,Comercio,Medellin,2653500236.0,37199960.17,468,0.1866,79487.09,0.014,Medio
2020,Servicios,Manizales,4546386081.0,103536839.93,91,-0.2356,1137767.47,0.0228,Medio
2020,Salud,Villavicencio,2284085242.0,45341558.65,980,0.1087,46266.9,0.0199,Medio
2024,Servicios,Cartagena,429710429.0,22708438.21,844,0.1335,26905.73,0.0528,Bajo
2021,Comercio,Bucaramanga,173620654.0,4582035.73,248,0.1532,18475.95,0.0264,Medio
2022,Comercio,Pereira,3929004262.0,38934646.83,783,0.3873,49724.96,0.0099,Alto
2021,Manufactura,Medellin,1928940506.0,14039062.95,327,0.1058,42932.91,0.0073,Alto
2022,Agropecuario,Cartagena,3415764055.0,187208921.93,561,0.1544,333705.74,0.0548,Bajo
2024,Servicios,Barranquilla,3046349008.0,173861828.19,919,0.0486,189185.88,0.0571,Bajo
2021,Servicios,Cartagena,2163623369.0,100818853.59,871,0.0484,115750.69,0.0466,Bajo
2020,Servicios,Pereira,1542129217.0,32488951.31,766,0.1268,42413.77,0.0211,Medio
2023,Manufactura,Bucaramanga,375830514.0,12463020.22,682,-0.1668,18274.22,0.0332,Bajo
2021,Construccion,Cartagena,1769277514.0,17784735.13,539,-0.133,32995.8,0.0101,Medio
2020,Transporte,Barranquilla,3901676866.0,205659030.53,686,0.1839,299794.51,0.0527,Bajo
2021,Transporte,Pereira,3579563924.0,42232531.57,623,-0.024,67788.98,0.0118,Medio
2022,Manufactura,Barranquilla,4725941780.0,159857286.66,664,0.0495,240748.93,0.0338,Bajo
2020,Manufactura,Cartagena,4897937456.0,152806840.71,832,-0.041,183662.07,0.0312,Bajo
2022,Tecnologia,Medellin,2746811640.0,115068097.15,75,0.3178,1534241.3,0.0419,Bajo
2022,Salud,Manizales,1670430895.0,9258399.44,45,0.3144,205742.21,0.0055,Alto
2023,Agropecuario,Pereira,842511740.0,49879143.15,322,-0.0092,154904.17,0.0592,Bajo
2020,Construccion,Bucaramanga,2331769037.0,67217937.59,384,-0.2095,175046.71,0.0288,Medio
2021,Financiero,Bucaramanga,1134208439.0,11025392.82,22,0.3319,501154.22,0.0097,Alto
2020,Construccion,Villavicencio,180876923.0,1486080.58,525,-0.0198,2830.63,0.0082,Alto
2023,Salud,Pereira,1091402894.0,8821167.48,650,-0.0048,13571.03,0.0081,Alto
2023,Financiero,Manizales,3660821904.0,52217906.55,493,0.098,105918.67,0.0143,Medio
2020,Educacion,Villavicencio,3874785552.0,84818118.53,44,0.1914,1927684.51,0.0219,Medio
2021,Tecnologia,Bogota,2836672872.0,87680558.65,130,0.1297,674465.84,0.0309,Bajo
2023,Comercio,Manizales,3251638151.0,117120934.08,767,-0.1671,152700.04,0.036,Bajo
2024,Manufactura,Pereira,1499323108.0,34572551.49,301,0.1449,114858.98,0.0231,Medio
2023,Construccion,Pereira,1579423799.0,48801615.36,985,0.1438,49544.79,0.0309,Bajo
2024,Salud,Medellin,82359860.0,650921.55,729,-0.0125,892.9,0.0079,Alto
2022,Agropecuario,Bucaramanga,394601334.0,1970977.52,562,0.0168,3507.08,0.005,Alto
2023,Salud,Cartagena,3900911749.0,97817799.18,751,0.3463,130250.07,0.0251,Medio
2022,Agropecuario,Cali,3559297797.0,208410751.08,625,-0.1389,333457.2,0.0586,Bajo
2021,Educacion,Cartagena,3575573181.0,199888154.35,866,0.0978,230817.73,0.0559,Bajo
2021,Financiero,Villavicencio,3354946987.0,46615305.84,429,-0.0396,108660.39,0.0139,Medio
2022,Educacion,Manizales,906875731.0,28513444.39,132,0.0944,216010.94,0.0314,Bajo
2020,Tecnologia,Bucaramanga,2672593113.0,124358994.28,569,0.1278,218557.11,0.0465,Bajo
2021,Educacion,Villavicencio,4052971134.0,121208665.03,278,-0.2163,436002.39,0.0299,Medio
2024,Salud,Cucuta,2407601929.0,143054153.44,32,0.195,4470442.29,0.0594,Bajo
2023,Transporte,Barranquilla,2977031908.0,6422148.99,796,0.1372,8068.03,0.0022,Alto
2024,Transporte,Cali,3461447202.0,76963061.34,836,0.303,92061.08,0.0222,Medio
2020,Tecnologia,Manizales,4878819789.0,273752568.39,478,0.3599,572704.12,0.0561,Bajo
2024,Salud,Medellin,4029069952.0,181247702.36,937,-0.2187,193434.05,0.045,Bajo
2021,Tecnologia,Barranquilla,650317767.0,32529266.33,248,-0.1189,131166.4,0.05,Bajo
2021,Servicios,Bogota,850603300.0,41888243.42,398,0.1619,105246.84,0.0492,Bajo
2020,Manufactura,Cucuta,3817547628.0,137896643.03,421,0.2808,327545.47,0.0361,Bajo
2024,Construccion,Cucuta,3115672295.0,74348592.89,710,0.1557,104716.33,0.0239,Medio
2023,Financiero,Barranquilla,3260957846.0,89504133.4,684,-0.019,130854.0,0.0274,Medio
2023,Transporte,Cartagena,1698800246.0,55801738.3,840,0.3392,66430.64,0.0328,Bajo
2021,Servicios,Bogota,2381520038.0,20909951.6,665,-0.0337,31443.54,0.0088,Alto
2020,Educacion,Barranquilla,1488408647.0,62863863.85,519,0.2661,121124.98,0.0422,Bajo
2021,Agropecuario,Cucuta,2177828256.0,71739281.61,250,0.1225,286957.13,0.0329,Bajo
2020,Agropecuario,Barranquilla,701438629.0,32013224.81,430,0.2336,74449.36,0.0456,Bajo
2020,Transporte,Cali,3291133897.0,71880804.44,825,0.0987,87128.25,0.0218,Medio
2023,Agropecuario,Manizales,3685484899.0,105058479.4,967,0.0082,108643.72,0.0285,Medio
2024,Salud,Cucuta,2368683783.0,25333572.35,66,0.0158,383842.01,0.0107,Medio
2024,Agropecuario,Cartagena,3142533377.0,8509283.35,646,0.2011,13172.27,0.0027,Alto
2024,Transporte,Cali,2622811546.0,57833958.8,30,0.3734,1927798.63,0.0221,Medio
2023,Transporte,Bucaramanga,2034299822.0,38041239.36,382,-0.1503,99584.4,0.0187,Medio
2021,Tecnologia,Manizales,647499495.0,20293633.51,642,0.222,31610.02,0.0313,Bajo
2023,Manufactura,Bucaramanga,4053417547.0,32136850.28,343,0.2636,93693.44,0.0079,Alto
2023,Construccion,Bucaramanga,3087566791.0,122821240.21,623,-0.0066,197144.85,0.0398,Bajo
2021,Tecnologia,Pereira,1871627381.0,12136795.71,481,0.3573,25232.42,0.0065,Alto
2022,Agropecuario,Medellin,577468288.0,4947636.64,424,-0.1424,11668.95,0.0086,Alto
2021,Servicios,Barranquilla,4880389429.0,246823088.08,20,0.3154,12341154.4,0.0506,Bajo
2023,Servicios,Barranquilla,1026656754.0,37261454.84,680,-0.0035,54796.26,0.0363,Bajo
2020,Educacion,Cartagena,1489661192.0,20741489.6,332,-0.247,62474.37,0.0139,Medio
2022,Agropecuario,Cucuta,540774306.0,13570073.75,556,0.3113,24406.61,0.0251,Medio
2023,Comercio,Barranquilla,1540152657.0,46032921.58,366,0.0439,125773.01,0.0299,Medio
2023,Educacion,Villavicencio,191075386.0,5396253.97,198,-0.0887,27253.81,0.0282,Medio
2020,Financiero,Cartagena,2190473286.0,25408991.59,520,0.3446,48863.45,0.0116,Medio
2023,Comercio,Pereira,3402203548.0,121370632.32,681,-0.1069,178224.13,0.0357,Bajo
2022,Educacion,Cartagena,814658630.0,47723840.06,380,-0.1534,125589.05,0.0586,Bajo
2024,Agropecuario,Villavicencio,842261991.0,26217350.6,788,-0.0485,33270.75,0.0311,Bajo
2021,Transporte,Barranquilla,951537658.0,46042392.62,337,-0.1167,136624.31,0.0484,Bajo
2022,Educacion,Cucuta,2734251440.0,11264789.83,305,0.2938,36933.74,0.0041,Alto
2020,Educacion,Pereira,332216465.0,6330249.0,390,0.0446,16231.41,0.0191,Medio
2023,Servicios,Cucuta,492302083.0,6179292.83,944,-0.2009,6545.86,0.0126,Medio
2021,Financiero,Manizales,1653351327.0,29418919.36,998,0.1686,29477.88,0.0178,Medio
2020,Educacion,Villavicencio,4254478518.0,47041133.56,197,0.3135,238787.48,0.0111,Medio
2024,Comercio,Medellin,4461343680.0,151685285.94,854,-0.0998,177617.43,0.034,Bajo
2023,Servicios,Cucuta,2221139838.0,6981511.59,73,-0.0295,95637.15,0.0031,Alto
2021,Comercio,Bucaramanga,816843458.0,43678831.7,623,-0.0952,70110.48,0.0535,Bajo
2023,Salud,Barranquilla,4184547343.0,104767025.13,184,-0.1583,569386.01,0.025,Medio
2023,Salud,Pereira,3899733039.0,27460558.54,349,-0.1944,78683.55,0.007,Alto
2023,Tecnologia,Cartagena,3692682452.0,13067915.12,400,0.3197,32669.79,0.0035,Alto
2022,Construccion,Cucuta,1860004667.0,79661908.94,916,0.2813,86967.15,0.0428,Bajo
2020,Agropecuario,Bogota,197008630.0,3457046.6,280,-0.0256,12346.59,0.0175,Medio
2022,Manufactura,Medellin,1923149153.0,99892107.84,886,0.3665,112745.04,0.0519,Bajo
2020,Comercio,Barranquilla,4835615440.0,253246705.78,651,0.3905,389011.84,0.0524,Bajo
2021,Comercio,Villavicencio,3485352191.0,43783740.27,901,-0.2354,48594.61,0.0126,Medio
2021,Manufactura,Cali,1778939288.0,30166337.64,777,0.1693,38824.12,0.017,Medio
2023,Construccion,Villavicencio,787356908.0,33140535.48,824,-0.238,40219.1,0.0421,Bajo
2021,Transporte,Bucaramanga,3550632105.0,125827142.82,953,-0.2063,132032.68,0.0354,Bajo
2022,Servicios,Villavicencio,2847829272.0,87863973.58,607,-0.1158,144751.19,0.0309,Bajo
2024,Construccion,Cali,4946342357.0,49163509.74,844,-0.0768,58250.6,0.0099,Alto
2022,Construccion,Villavicencio,2615869735.0,43272706.77,768,0.1823,56344.67,0.0165,Medio
2020,Tecnologia,Villavicencio,2512280585.0,138265605.12,941,0.0128,146934.76,0.055,Bajo
2023,Educacion,Barranquilla,4546684607.0,102411978.57,841,0.2297,121774.05,0.0225,Medio
2020,Financiero,Barranquilla,437994292.0,16198265.09,813,-0.2056,19924.07,0.037,Bajo
2020,Tecnologia,Villavicencio,1289930151.0,35288899.04,695,0.2174,50775.39,0.0274,Medio
2020,Financiero,Bogota,2671668071.0,93111557.32,117,0.0078,795825.28,0.0349,Bajo
2022,Agropecuario,Cartagena,4478897827.0,149196033.32,486,0.1368,306987.72,0.0333,Bajo
2022,Construccion,Manizales,3685294032.0,113467411.04,384,-0.1495,295488.05,0.0308,Bajo
2022,Comercio,Cartagena,3361042713.0,99170132.76,92,-0.2012,1077936.23,0.0295,Medio
2023,Construccion,Cartagena,1822934784.0,56034274.19,958,0.1389,58490.89,0.0307,Bajo
2022,Transporte,Cali,1108288678.0,7097633.42,517,0.2696,13728.5,0.0064,Alto
2023,Servicios,Manizales,4367532261.0,158250450.3,294,-0.0455,538266.84,0.0362,Bajo
2022,Financiero,Manizales,3989831802.0,230619178.87,36,0.3677,6406088.3,0.0578,Bajo
2023,Transporte,Cartagena,2288969328.0,29156227.21,337,0.3728,86516.99,0.0127,Medio
2024,Tecnologia,Pereira,3194881927.0,124789098.78,100,0.1782,1247890.99,0.0391,Bajo
2021,Construccion,Bucaramanga,3929918033.0,119417035.51,674,0.2006,177176.61,0.0304,Bajo
2023,Manufactura,Cucuta,4104703980.0,167698555.17,307,0.2086,546249.37,0.0409,Bajo
2024,Financiero,Cartagena,4342190608.0,54161750.14,105,0.3451,515826.19,0.0125,Medio
2022,Comercio,Cucuta,4862607822.0,206419527.95,156,-0.1248,1323202.1,0.0425,Bajo
2022,Servicios,Cucuta,4105593686.0,197601512.2,242,0.3103,816535.17,0.0481,Bajo
2021,Salud,Bucaramanga,2004827234.0,41114650.98,509,0.169,80775.35,0.0205,Medio
2022,Tecnologia,Villavicencio,4862798139.0,145405392.62,150,0.2026,969369.28,0.0299,Medio
2022,Agropecuario,Bogota,1787251798.0,10349381.38,546,0.2726,18954.91,0.0058,Alto
2024,Manufactura,Medellin,2738182993.0,88086663.36,512,0.1503,172044.26,0.0322,Bajo
2021,Educacion,Cucuta,2034029410.0,106716847.37,433,-0.2498,246459.23,0.0525,Bajo
2024,Manufactura,Cucuta,2321767692.0,56349082.75,627,0.2692,89870.95,0.0243,Medio
2023,Transporte,Bogota,90739629.0,2027239.94,977,-0.1924,2074.96,0.0223,Medio
2020,Tecnologia,Barranquilla,3349709193.0,24515052.52,378,0.0896,64854.64,0.0073,Alto
2023,Manufactura,Bucaramanga,1075540061.0,2359830.62,448,-0.0195,5267.48,0.0022,Alto
2024,Salud,Cucuta,1240846895.0,3768065.14,994,0.0281,3790.81,0.003,Alto
2024,Agropecuario,Pereira,1732038648.0,71740248.21,159,0.3717,451196.53,0.0414,Bajo
2023,Agropecuario,Pereira,3427326140.0,58336496.96,399,0.0214,146206.76,0.017,Medio
2022,Transporte,Bucaramanga,3931464893.0,147736039.6,172,0.2332,858930.46,0.0376,Bajo
2022,Tecnologia,Barranquilla,2840211134.0,43662603.7,262,0.0832,166651.16,0.0154,Medio
2020,Manufactura,Pereira,4546596074.0,55644088.27,237,-0.2261,234785.18,0.0122,Medio
2020,Agropecuario,Cali,298432388.0,11497740.29,746,0.3245,15412.52,0.0385,Bajo
2021,Manufactura,Cucuta,2615272595.0,156143944.65,592,-0.0808,263756.66,0.0597,Bajo
2022,Financiero,Manizales,3306609457.0,100814580.11,164,-0.15,614723.05,0.0305,Bajo
2024,Tecnologia,Medellin,199744728.0,7268813.76,929,0.3091,7824.34,0.0364,Bajo
2021,Tecnologia,Barranquilla,3818665704.0,94274632.48,654,-0.1658,144150.81,0.0247,Medio
2022,Servicios,Bucaramanga,240596290.0,13816912.47,351,-0.227,39364.42,0.0574,Bajo
2020,Agropecuario,Cali,2864242855.0,160489800.78,414,-0.1935,387656.52,0.056,Bajo
2022,Comercio,Bogota,71827621.0,1225790.03,920,-0.2183,1332.38,0.0171,Medio
2024,Tecnologia,Cali,4693058117.0,271273187.55,707,0.1941,383696.16,0.0578,Bajo
2023,Construccion,Bogota,4308354124.0,221320155.72,59,0.3239,3751189.08,0.0514,Bajo
2024,Tecnologia,Cucuta,3591977785.0,126209522.53,59,0.1907,2139144.45,0.0351,Bajo
2023,Transporte,Pereira,3762968652.0,65805439.88,281,0.0888,234183.06,0.0175,Medio
2021,Comercio,Bucaramanga,3775000250.0,42669605.89,800,0.2941,53337.01,0.0113,Medio
2023,Construccion,Medellin,4044707636.0,167645708.51,210,0.2043,798312.9,0.0414,Bajo
2023,Transporte,Medellin,3833311082.0,221397813.92,780,-0.231,283843.35,0.0578,Bajo
2024,Comercio,Cali,72098345.0,683092.33,382,-0.1014,1788.2,0.0095,Alto
2021,Financiero,Bucaramanga,740458526.0,1529022.03,277,0.2909,5519.94,0.0021,Alto
2020,Manufactura,Medellin,1161057931.0,2752149.15,243,-0.1953,11325.72,0.0024,Alto
2024,Educacion,Villavicencio,4264162544.0,146989819.62,379,-0.0811,387835.94,0.0345,Bajo
2024,Financiero,Barranquilla,4383932991.0,146068929.79,694,-0.1665,210473.96,0.0333,Bajo
2024,Educacion,Cucuta,3318589981.0,10184114.44,252,0.3759,40413.15,0.0031,Alto
2023,Tecnologia,Villavicencio,1734276635.0,67102752.62,241,0.2399,278434.66,0.0387,Bajo
2023,Tecnologia,Villavicencio,4636325233.0,264007554.41,211,0.2103,1251220.64,0.0569,Bajo
2024,Comercio,Villavicencio,298766485.0,11357040.28,229,0.3165,49594.06,0.038,Bajo
2020,Manufactura,Barranquilla,1965376331.0,89384934.72,246,0.1364,363353.39,0.0455,Bajo
2022,Construccion,Cali,4450567302.0,25841401.85,52,-0.0397,496950.04,0.0058,Alto
